[2022/10/04 15:55:01][DEBUG](ViewGUI.py:44) Network: ws247 __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:01][DEBUG](ViewGUI.py:45) Machine: AMD64 __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:01][DEBUG](ViewGUI.py:46) Processor: Intel64 Family 6 Model 165 Stepping 5, GenuineIntel __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:01][DEBUG](ViewGUI.py:47) Platform: Windows-10-10.0.19041-SP0 __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:01][DEBUG](ViewGUI.py:48) System: Windows __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:01][DEBUG](ViewGUI.py:49) Release: 10 __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:01][DEBUG](ViewGUI.py:50) Version: 10.0.19041 __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:01][DEBUG](ViewGUI.py:51) MAC Address: 80E8_2CFB_55FD __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:01][DEBUG](ViewGUI.py:52) Host name: ws247 __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:01][DEBUG](ViewGUI.py:53) IP Address: 192.168.56.1 __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:01][DEBUG](ViewGUI.py:54) ViewGUI起動 __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:01][DEBUG](ViewGUI.py:80) ViewGUI起動完了 __init__ d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:03][DEBUG](ViewGUI.py:488) フォルダー選択起動 event_set_folder d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:03][DEBUG](ViewGUI.py:751) OverSaveボタン起動 event_Searchsave d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:07][DEBUG](ViewGUI.py:496) D:/OCRTESTPDF/PDFTEST_フォルダー選択完了 event_set_folder d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:07][DEBUG](ViewGUI.py:564) ファイル選択起動 event_updatefile d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:07][DEBUG](ViewGUI.py:751) OverSaveボタン起動 event_Searchsave d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:18][DEBUG](ViewGUI.py:598) D:/OCRTESTPDF/PDFTEST\相続_JA_2page.png_ファイル選択後イベント完了 event_selectfile d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:21][DEBUG](ViewGUI.py:751) OverSaveボタン起動 event_Searchsave d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:21][DEBUG](ViewGUI.py:628) 画像回転変更起動 event_rotate d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:36][DEBUG](ViewGUI.py:770) ファイル削除起動 event_Oversave d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:44][DEBUG](ViewGUI.py:652) Tryボタン起動 event_clip_try d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:47][DEBUG](ViewGUI.py:689) 画像処理Save起動 event_clip_start d:\PythonScript\RPAScript\OCRView\ViewGUI.py
[2022/10/04 15:55:47][DEBUG](ViewGUI.py:699) 画像処理Undo起動 event_clip_keep d:\PythonScript\RPAScript\OCRView\ViewGUI.py
