伝票日付,（借）科目ｺｰﾄﾞ,（借）科目名,（借）補助ｺｰﾄﾞ,（借）補助名,（借）金額,（借）税込区分,（借）消費税ｺｰﾄﾞ,（借）消費税率,（貸）科目ｺｰﾄﾞ,（貸）科目名,（貸）補助ｺｰﾄﾞ,（貸）補助名,（貸）金額,（貸）税込区分,（貸）消費税ｺｰﾄﾞ,（貸）消費税率,摘要
2022/8/5,1111,現金,,,320000,0,,,1113,普通預金,1,もみじ銀行,,0,,,引出し
2022/8/5,1111,現金,,,ナグサ,0,,,1113,普通預金,1,もみじ銀行,312500,0,,,引出し
2022/8/5,6231,雑費,,,nan,1,10,4,1111,現金,,,220,0,,,広銀　振込手数料
